offense_charge_desc,offense_freq_count
EXPIRED REGISTRATION TTC:502.407  05/04,1
DEALER OUT-OF-STATE LICENSE PLATES,1
DISRUPTING PARK PROGRAM,1
DOG ORD - ANIMAL ENCLOSURE (CC 3-1-2),1
EXPIRED OPERATORS LICENSE 06/09,1
EXPIRED INSPECTION STICKER VIOLATION   05/08,1
Health Ord - Public pool enclosure,1
EXPIRED OPERATORS LICENSE  11/09/2005,1
EXPIRED REGISTRATION TTC:502.407  02/10,1
EXPIRED INSPECTION STICKER VIOLATION  02/07,1
EXPIRED INSPECTION STICKER VIOLATION  01/06,1
EXPIRED INSPECTION STICKER VIOLATION   05/06,1
EXPIRED REGISTRATION TTC:502.407  03/04,1
NO DRIVERS LICNECE,1
EXPIRED REGISTRATION TTC:502.407  06/07,1
EXPIRED REGISTRATION TTC:502.407  10/04,1
EXPIRED REGISTRATION TTC:502.407 01/08,1
FAIL TO MAINTAIN FINANCIAL RESP  03/04,1
FTMFR,1
NO LIABILITY INSURANCE-2ND,1
HEALTH - CIGARETTES - INDIVIDUAL SALE,1
SPEEDING-STATE HIGHWAYS 75/65 RADAR,1
HEALTH - FOWL PEN DISTANCE,1
DPS DO NOT BLOCK DRIVEWAY,1
MANUFACTURED HOME - PERMIT VIOLATION,1
MOTORCYCLE-WITHOUT SEAL/REGISTRATION,1
NO INSURANCE,1
PARKING - EXPIRED METER-32662189,1
COMM VEH VIOL-SUSP/FAULTY UNIVERSAL BOLT,1
NOISE VOIL. PERMIT EXCESSIVE SOUND EQUIP,1
CMV-WGHT LIMIT 34000 LBS TANDEM 6-10000,1
PARKING - OTHER - Front Yard Parking,1
TAXICAB ORD - NOT DIRECT ROUTE,1
PARKING - TOW AWAY NO PARKING AREA,1
PRESENT LICENSE OF ANOTHER(CLASS B),1
SPEEDING - 60 MPH,1
SPEEDING-AIRPORT 25 MPH ZONE,1
SPEEDING-CONSTRUCTION ZONE - NO WORKER,1
UNREGISTERED MOTOR VEHICLE 03/03,1
CMV - NO STOP LAMP 393 17,1
UNSAFE CHANGE OF LANES-WEAVING THR TRAFF,1
WRECKER ORD-EXCESSIVE ON SITE FEE-RS03/05/07,1
WWW- DISCHARGE OF POLLUTION,1
ZONING - PROHIBITED FLASHING SIGN,1
ZONING - PROHIBITED SIGNS ON VEHICLE,1
ZONING VIOL - NO SIGN CONSTRUCTION,1
ZONING VIOL- ILLEGALLY POSTED SIGN,1
CMV  -RADAR DETECTOR 372 71(A),1
ZONING VIOL- SETBACK-RESIDENTIAL AREA,1
Aviation: Circumvent screen/item introduction,1
BUILDING VIOL - ELECTRICAL CODE PERMIT,1
BICYCLE - RIDING ON SIDEWALK/PROHIBITED,1
CMV-STEERING/POWER  209,1
BRAKE VIOL - STEERING AXLE-rs10/02/07,1
COMM VEH VIOL-DEF EQUIP/RUB AXLE,1
COMM VEH VIOL-DEFECTIVE TIRE,1
COMM VEH VIOL-TIRE/LOCATED ON STEER AXLE,1
CONSUMING ALCOHOL DESIGNATED AREA 1,1
CROSSING PROPERTY - NON - MOTOR VEHICLE,1
DRIVER'S LICENSE REST-CODE P,1
EROSION CONTROLS-WITHIN AUSTIN CITY LIMI,1
EXPIRED DRIVERS LICENCE,1
EXPIRED INSPECTION STICKER  07/07,1
EXPIRED INSPECTION STICKER VIOLATION   03/08,1
EXPIRED INSPECTION STICKER VIOLATION   10/08,1
EXPIRED REGISTRATION TTC:502.407  04/07,1
EXPIRED REGISTRATION TTC:502.407  06/09,1
EXPIRED REGISTRATION TTC:502.407  11/07,1
EXPIRED REGISTRATION TTC:502.407 (6/02),1
EXPIRED REGISTRATION TTC:502.407 09/04,1
56,1
52PIRED INSPECTION STICKER VIOLATION,1
GT - OPERATE PEDICAB NON-DESIGNATE AREA,1
GT Pedi-cab-Too many passengers,1
Zoning Violation - RV Storage,1
HEALTH - LITTERING HIGHWAY/OPERATOR,1
HEALTH ORDINANCE - RUBBISH,1
APPLICATION VIOLATION - GT BICYCLE,1
ILLEGAL COLOR TURN SIGNALS,1
WWW - PRIVATE SEWAGE FACILITY/LICENSE,1
INSUFFICIENT CLEARANCE - OVER HEIGHT,1
NO SEAT BELT - 392 16,1
PARKING - TOW AWAY COMM SERVICE AONE ( NO MARKINGS),1
PARKING - TOW AWAY ZONE-42341483,1
PARKING CASE VOIDED - COMMENT,1
PEDESTRIAN IN ROADWAY CITY ORDP,1
WRECKER ORD-FAILURE TO NOTIFY APD,1
POSSESSION OF DRUG PARAPHENALIA,1
ROADSIDE ANIMAL SALES,1
SHIPPING PAPER-NOT IMMEDIATELY AVAIL,1
SPEEDING - 15 MPH,1
SPEEDING-STATE HIGHWAYS 70/60 RADAR,1
TOWING - CONNECTION NOT STRONG ENOUGH,1
VEHICLE WASH- REPAIR PROHIBITED,1
WRECKER ORD-NO OPERATOR LICENSE ISSUED-RS03/05/07,1
ZONING VIOL- ACCESSORY USE,1
ZONING VIOL- DRIVEWAY APPROACHES,1
ZONING VIOL- INOPERABLE VEHICLE,1
ZONING VIOL- VEH REPAIR AT RESIDENCE,1
VEHICLE ON HIKE AND BIKE TRAIL,1
UNREGISTERED MOTOR VEHICLE OUT OF STATE  04/07,1
ZONING- PLACING OBJECTS ON PUB PROPERTY,1
"""DRIVER'S LIC REST - CODE D",1
Bicycle - No Brake,1
CDL VIOL-ALLOW UNQUALIFIED DRIVER,1
DEALER VEHICLE TITLE ASSIGNMENT,1
DOG ORDINANCE - INTERFERENCE IMPOUNDMENT,1
DRIVER'S LICENSE RESTRICTION-CODE A,1
EXPIRED INSPECTION STICKER VIOLATION   02/08,1
EXPIRED OPERATORS LICENSE 07/28/2008,1
EXPIRED REGISTRATION TTC:502.407  03/07,1
EXPIRED REGISTRATION TTC:502.407  05/09,1
WEIGHT LIMIT 34000 LBS TANDEM 14 - 18000-rs052407,1
EXPIRED REGISTRATION TTC:502.407  11/08,1
STEREO AMPLIFICATION-VEHICLE-75 FEET,1
FURNISHING ALCOHOL TO MINOR(CLASS B),1
PARKING - EXPIRED METER-32605371,1
PARKING - EXPIRED METER-32648372,1
GT - TAXICAB ORD -SOLICITING AIRPORT,1
SOLICITATION FOR GUARDING CAR,1
HARBORING ANIMAL INVOLVED IN BITE,1
HEALTH ORD GRASS/WEEDS,1
HEALTH ORDINANCE - FOOD UNDER IMPRPR CON,1
Health Ord - No SVRS in pool,1
SCREENING REQUIREMENTS 13 2 736,1
ID MARKS - COMMERCIAL VEHICLE,1
MISDEMEANOR THEFT C - LESS THAN $50.00,1
MOTORCYCLE-MOPED-TOO MANY RIDERS,1
NOISE VIOL. AFTER 10:30 PM (CO 10-5-2),1
PARKING - NO PARKING AREA-32377675,1
POSTED SIGN-NO STOPPING/STANDING 6-11AM,1
PARKING - TOW AWAY COMM SERVICE ZN ( NO MARKINGS),1
PARKING - TOW AWAY ZONE RESIDENTIAL AREA,1
SANITATION VIOL-FAIL TO CONNECT SEWER,1
POSSESSION OF MULTIPLE DRIVERS LICENSE,1
TOW AWAY TIME ZONE (Unmetered) 5 Min,1
VALET NO VALET PERMIT(CITY CODE 8-17-23),1
PEDESTRIAN WALKING AGAINST LIGHT 5:00AM,1
WEIGHT LIMIT 20000 LBS SINGLE 0 - 6000 ),1
WEIGHT LIMIT 34000 LBS TANDEM 10 - 14000-rs053007,1
WEIGHT LIMIT AXLE GROUP 10001 - 14000,1
ZONING VIOL - NO BUILDING PERMIT,1
PARKING - TOW AWAY COMMERCIAL SERVICE ZN (NO MARKINGS),1
"""CMV- Weight Limit: Single Axle (Over 10",1
"""FIRE ORD - FLR TO REPLACE",1
PARKING - OTHER-Parked Wrong Way in a One Way,1
PARKING - OTHER - VALET ZONE,1
PARKING - OTHER - FOR SALE ON PUBLIC R.O.W.,1
"""SOLID WASTE - STAGNANT WATER/WEEDS/GRASS",1
PARKING - LEFT WHEEL TO CURB-32605940,1
PARKING - EXPIRED METER-32627240,1
3,1
PARK CURFEW VIOLATION(BIG STACY PARK),1
AIRPORT SECURITY PROGRAM,1
ANIMAL - VICIOUS/BITTEN OR SCRATCHED 3,1
BOAT ORD- NO WAKE,1
BUILDING CODE - FAILED TO NOTIFY OF TRANSFER,1
CDL-DRIVE WITH ALCOHOL  391.5(A)(2),1
CMV-5TH WHL LOWER COUPLR,1
CMV-DEFECTIVE HORN,1
CMV-STEERING WHEEL FREE PLAY,1
CMV-STEERING/FAULTY SYS,1
D/L REST CODE B-LIC OPER FRONT-21 Y/O,1
EXPIRE  INSPECTION STICKER VIOLATION,1
EXPIRED INSPECTION STICKER  03/05,1
EXPIRED INSPECTION STICKER  04/06,1
EXPIRED INSPECTION STICKER 02/00,1
EXPIRED INSPECTION STICKER VIOLATION   01/08,1
EXPIRED INSPECTION STICKER VIOLATION  08/05,1
EXPIRED MAINTAIN FINANCIAL RESP,1
EXPIRED OPERATORS LICENSE  04/09,1
EXPIRED OPERATORS LICENSE  10/08,1
EXPIRED OPERATORS LICENSE  11/09,1
EXPIRED REGISTRATION TTC:502.407  02/07,1
FAIL TO CHANGE NAME/ADDRESS ON ID CERT,1
FAIL TO KEEP RECORDS-USED CAR DEALER,1
Misuse of Temp Tags,1
FAILURE TO MAINTAIN FIANCIAL RESPOSIBLIT,1
FAILURE TO REMOVE LOAD,1
FAILURE TO YIELD-TO VEHICLE IN INTER,1
REGISTRATION INSIGNIA NOT VALID 4 PERIOD,1
FALSE STATEMENT TO OBTAIN PROP.OR CREDIT,1
HEADLIGHT HEIGHT,1
IMPRUDENT SPEED-FIXED OBJ 30 MPH,1
Leaving refrigerator accessible to child,1
PARKING - EXPIRED METER-32379197,1
HEALTH VIOLATION - JUNKED VEHICLES,1
PARKING - EXPIRED METER-32526106,1
HEALTH - LITTERING/NOT OWNER,1
PARKING - NO PARKING AREA-32377564,1
Parking - Illegal/Copy Pay Station Receipt,1
Private Sewage-No permit to Operate On-site Sewage facility,1
SHIPPING PAPER-IMP/MISSING UNIT OF MEAS,1
SOLICITATION ORD - WITHOUT FOOD PERMIT,1
SPEEDING-POSTED-CITY STREET 60/35 RADAR,1
SPEEDING-STATE HIGHWAYS 80/55 LASER,1
Use of Laser Pointers,1
WRECKER ORD-NO PERMIT,1
GT - NON-MOTORIZED VEHICLES ON STREET,1
"""CMV - WEIGHT LIMIT: OVERALL GROSS FORMULA (5",1
ZONING VIOLATION-HOME OCCUPATION-OWNER,1
FOLLOWING TOO CLOSELY-NON COLLISION,1
AIRPORT - FAILED TO ESCORT,1
ANIMAL - Failure to disclose information,1
FIRE ORD - PORTABLE EXTINGUISHER,1
SPEEDING-SCHOOL ZONES 30/20 RADAR,1
BOAT ORD- KEEP OUT ZONE(CO 14-1-3-(9)),1
CDL VIOL-TANK VEHICLE,1
CMV-LEAKING OIL/GREASE,1
CMV-NO EXHAUST 393 83,1
CMV-WGHT LIMIT 34000 LBS TANDEM 14-18000,1
COMM VEH VIOL-IMP EXHAUST SYS LOCATION,1
CURFEW-DAYTIME (SCHOOL TIME) 10:27 AM,1
Coal Tar Pave - Crim Neg use - Paver,1
DISCHARGE PELLET GUN IN CITY,1
FAILURE DISPLAY VALID DRIVERS LICENSE,1
EXPIRED OPERATORS LICENSE  01/15/2004,1
EXPIRED OPERATORS LICENSE  03/09,1
EXPIRED REGISTRATION TTC:502.407 06/04,1
FAIL TO REMOVE DEBRIS FROM COLLISION,1
HAZARDOUS MATERIALS - FLAMMABLE SPRAY,1
HEALTH ORD - FOWL PEN DISTANCE,1
HEALTH ORD - SEWAGE FACILITY LICENSE,1
FAIL TO CHANGE ADD/NAME ON DRIV LIC,1
HEALTH ORDINANCE - FOOD SERVICE VIOLATIO,1
EXPIRIED REGISTRATION STICKER 08/03,1
MISDEMEANOR REFUND FRAUD - LESS THAN $50,1
EXPIRED OPERATORS LICENSE  12/22/2008,1
MOTORCYCLE PASS.- NO/UNAPPROVED HELMET,1
PARKING - PARKING BEYOND LEGAL LMT ( MTR),1
EXPIRED INSPECTION STICKER VIOLATION 05/09,1
EXPIRED INSPECTION STICKER VIOLATION 04/08,1
EXPIRED INSPECTION STICKER VIOLATION  12/07,1
PARKING - TOW AWAY TIME ZONE (UNMETERED) 15 MIN PARKING,1
PARKING - TOW AWAY ZONE-42339085,1
EXPIRED INSPECTION STICKER VIOLATION  04/06,1
EXPIRED INSPECTION STICKER 12/08,1
POSSESION OF DRUG PARAPHERNALIA,1
EXPIRED INSPECTION STICKER 04/07,1
POSTED SIGN-STRAIGHT/RIGHT ONLY,1
PRESENT LICENSE OF ANOTHER,1
SPEEDING-U.S. HWY 290 55 MPH,1
SPEEDING-WORK ZONE -WORKERS PRESENT,1
TAXICAB ORDINANCE - NO PERMIT,1
UNKOWN MONEY,1
WEIGHT LIMIT 34000 LBS TANDEM +18000,1
WRECKER ORD-ALLOWING UNLICENSED OPERATOR,1
WRKR ORD-TOWED VEHICLE FROM PUBLIC RD,1
WWW: FAIL TO PAY RENEWAL FEE,1
ZONING ORD-HOME OCC.-VISIBLE,1
"""CURFEW - NIGHTTIME (SAT-SUN",1
"""Weight limit: tandem axle (less than 5",1
DOG DANGEROUS FAIL TO REGISTER,1
00050,1
ALCOHOL AT PARK(MILLER BEER 16OZ.CAN),1
CDL VIOL-POSSESSION ALCOHOLIC BEVERAGE,1
DISCHARGE FIREARMS IN CITY-BB GUN,1
CMV-5TH WHEEL UNSECURED,1
CMV-IMP EXHAUST SYS LOCATION,1
CMV-LAMPS/REAR ID COLOR,1
CMV-LIGHTING DEV 393 17,1
COMM VEH VIOL-TREAD>2/32 OF INCH,1
COMM VEH VIOL-EXPOSED FUEL LINE,1
CONSUMING ALCOHOL DESIGNATED AREA 1-5,1
DEVELOPMENT NOT IN ACCORD WITH SITE PLAN,1
SPEEDING-STATE HIGHWAYS  70/60 RADAR,1
DISTRIBUTION OF CIGARETTES TO MINORS,1
DRIVER'S LICENSE REST-TO/FROM WORK SCH,1
EXPIRED OPERATORS LICENSE  02/22/2008,1
EXPIRED OPERATORS LICENSE  09/22/2003,1
EXPIRED OPERATORS LICENSE 07/06,1
EXPIRED REGISTRATION TTC:502.407   05/08,1
EXPIRED REGISTRATION TTC:502.407  08/03,1
PARKING - TOW AWAY COMMERCIAL SERVICE ZONE (OVER 30 MINS),1
PARKING - EXPIRED METER-32638562,1
PARKING - EXPIRED METER-32612179,1
PARKING - TOW AWAY ZONE-42339057,1
POSTED SIGN - must enter freeway,1
PARKING - BLK HANDICAP/RAMP-42233579,1
SMOKING ORD SALE OF CIG TO MINOR EMPLOYE,1
WATERSHED- DISREGARD STOP ORDER / FAILED INSPECTION,1
WEIGHT LIMIT 20000 LBS SINGLE OVER 18000,1
EXPIRED REGISTRATION TTC:502.407 03/04,1
WRECKER EXCEEDING 45 MINUTES,1
OPEN CONTAINER(KEYSTONEBEER)-MOTOR VECHI,1
ALCOHOL - CONSUMING WHILE DRIVING,1
ALCOHOL - MINOR GIVING FALSE ID,1
ANIMAL ENCLOSURE - DOGS 3-1-2,1
BRAKE VIOL - PARKING BRAKES,1
CMV-EXHAUST/LEAKY FUMES,1
COMM VEH VIOL-AIDING OR ABETTING VIOLS,1
DEALER - NO DISTINGUISHING NUMBERS,1
DISPLAY OR DISTRIBUTE OBSCENE MATERIAL,1
DRIVER'S LICENSE REST-BTW CERTAIN HOURS,1
MOTORCYLE- NO VALID INSPECTION STICKER,1
EXPIRED REGISTRATION TTC:502.407 07/08,1
FAIL TO KEEP ASSURED CLEAR DISTANCE,1
DRIVER'S LICENSE REST-CODE P(NOT TO/FROM,1
EXPIRED INSPECTION STICKER  08-09,1
FAILURE TO YIELD - T- INTERSECTION,1
EXPIRED INSPECTION STICKER VIOLATION 03,1
